,ISIN CODE,NAME,TICKER SYMBOL,trade_count,n_distinct_traders,n_distinct_trade_types,ts_rows,reason_to_exclude
1283,US29358P1012,ENSIGN GROUP,ENSG,913,26,9,1319.0,None
1263,US29251M1062,ENANTA PHARMACEUTICALS,ENTA,243,19,7,623.0,None
1288,US29362U1043,ENTEGRIS,ENTG,1492,49,9,780.0,None
1289,US29363K1051,ENTELLUS MEDICAL DEAD - DELIST.01/03/18,ENTL,77,24,6,1509.0,None
1291,IL0011429839,ENTERA BIO,ENTX,9,9,1,1355.0,None
1296,US29405E1091,ENVERIC BIOSCIENCES,ENVB,108,23,9,1509.0,None
1281,US2935941078,ENOVIX,ENVX,25,12,4,619.0,None
1347,US30052C1071,EVOLUS,EOLS,89,17,5,643.0,None
1300,US29415C1018,EOS ENERGY ENTERPRISES A,EOSE,45,13,6,1475.0,None
633,US1013881065,BOTTOMLINE TECHS.,EPAY,1364,39,9,890.0,None
1320,CA29668H7085,ESSA PHARMA,EPIX,3,2,2,1509.0,None
1302,US29428V1044,EPIZYME,EPZM,400,44,7,1509.0,None
1306,US29446K1060,EQUILLIUM,EQ,25,5,4,1509.0,None
1309,US29460X1090,EQUITY BANCSHARES CL.A,EQBK,211,34,7,1509.0,None
1308,US29448T1051,EQUITABLE FINL.,EQFN,36,12,4,1509.0,None
1307,US29444U7000,EQUINIX REIT,EQIX,1884,41,9,1352.0,None
1305,US26886C1071,EQRX,EQRX,11,9,2,368.0,None
1310,US29479A1088,ERASCA,ERAS,11,8,3,1509.0,None
1312,US29530P1021,ERIE INDEMNITY 'A',ERIE,373,65,7,1509.0,None
1275,US29270J1007,ENERGY RECOVERY,ERII,413,35,9,1027.0,None
1314,US2960561049,ESCALADE,ESCA,496,19,9,47.0,None
1284,BMG3075P1014,ENSTAR GROUP,ESGR,242,35,8,1509.0,None
1243,US2852291002,ELECTRO SCIEN.INDS. DEAD - DELIST.04/02/19,ESIO,565,30,8,1509.0,None
1241,IL0010811243,ELBIT SYSTEMS (NAS),ESLT,36,5,5,926.0,None
1321,US2966891028,ESSENDANT DEAD - DELIST.01/02/19,ESND,1040,57,8,1509.0,None
1316,US29664W1053,ESPERION THERAPEUTICS,ESPR,150,36,8,321.0,None
1318,US29667J1016,ESQUIRE FINANCIAL HDG.,ESQ,145,16,7,1509.0,None
1364,US30219G1085,EXPRESS SCRIPTS HOLDING DEAD - DELIST.21/12/18,ESRX,547,44,8,1509.0,None
1319,US29667D1046,ESSA BANCORP,ESSA,552,27,7,1509.0,None
1322,VGG312491084,ESTABLISHMENT LABS,ESTA,61,15,6,1509.0,None
959,US2036121067,COMMUNITY BANKERS TST. DEAD - DELIST.06/12/21,ESXB,683,30,6,1509.0,None
1199,US2692464017,E TRADE FINANCIAL DEAD - DELIST.05/10/20,ETFC,874,59,8,874.0,None
24,US2825591033,89BIO,ETNB,71,12,6,1059.0,None
1324,US29772L1089,ETON PHARMACEUTCIALS,ETON,25,8,3,1509.0,None
1325,US29786A1060,ETSY,ETSY,622,24,7,1509.0,None
1286,US2936141033,ENTASIS THERAPEUTICS HOLDINGS,ETTX,71,24,6,1509.0,None
1337,US29978A1043,EVERBRIDGE,EVBG,463,26,8,1509.0,None
1338,US29977X1054,EVERCOMMERCE,EVCM,28,10,3,1509.0,None
1339,US30041R1086,EVERQUOTE A,EVER,481,32,8,895.0,None
1344,US30048L1044,EVOFEM BIOSCIENCES,EVFM,169,25,9,1179.0,None
1336,US2997662042,EVER GLORY INTERNATIONAL GROUP,EVK,62,10,5,1458.0,None
1335,US2997341035,EVELO BIOSCIENCES,EVLO,18,6,5,1509.0,None
1348,US30049H1023,EVOLV TECHNOLOGIES HOLDINGS A,EVLV,8,6,3,638.0,None
1346,US30049G1040,EVOKE PHARMA,EVOK,35,16,5,923.0,None
1349,US30049R2094,EVOLVING SYSTEMS,EVOL,457,31,9,1509.0,None
1343,US26927E1047,EVO PAYMENTS A,EVOP,326,21,7,1509.0,None
1297,US29414V1008,ENVIROTECH VEHICLES,EVTV,56,10,2,1508.0,None
1208,US27579R1041,EAST WEST BANCORP,EWBC,812,33,7,1509.0,None
1331,US29882P1066,EUROPEAN WAX CENTER A,EWCZ,44,14,5,278.0,None
1225,US28036F1057,EDGEWISE THERAPEUTICS,EWTX,23,7,4,1069.0,None
1351,US30064E1091,EXACTECH DEAD - DELIST.15/02/18,EXAC,735,15,8,188.0,None
1350,US30063P1057,EXACT SCIS.,EXAS,675,41,7,1509.0,None
1355,US30161Q1040,EXELIXIS,EXEL,1116,28,8,1509.0,None
1362,US30219Q1067,EXPENSIFY A,EXFY,14,8,5,1509.0,None
1358,US3020811044,EXLSERVICE HDG.,EXLS,1365,44,8,999.0,None
1361,US3021301094,EXPEDITOR INTL.OF WASH.,EXPD,875,41,8,110.0,None
1360,US30212P3038,EXPEDIA GROUP,EXPE,899,38,7,526.0,None
1363,US30214U1025,EXPONENT,EXPO,1210,34,6,1509.0,None
1367,US30226D1063,EXTREME NETWORKS,EXTR,656,55,8,234.0,None
2571,US63845R1077,NATIONAL VISION HOLDINGS,EYE,188,24,7,78.0,None
1368,US30234E1047,EYENOVIA,EYEN,74,14,5,232.0,None
3290,US81362J2096,SECOND SIGHT MEDI.PRDS.,EYES,181,17,7,133.0,None
1369,US30233G2093,EYEPOINT PHARMACEUTICALS,EYPT,137,20,6,1230.0,None
1371,US3023142082,EZFILL HOLDINGS,EZFL,14,8,2,1509.0,None
1370,US3023011063,EZCORP 'A' NON VTG.,EZPW,649,61,9,1509.0,None
1422,US31846B1089,FIRST ADVANTAGE,FA,12,9,3,238.0,None
1126,US25278X1090,DIAMONDBACK ENERGY,FANG,545,24,6,659.0,None
1379,US3076751086,FARMER BROTHERS,FARM,320,55,8,460.0,None
1384,US3116421021,FARO TECHS.,FARO,461,34,7,1509.0,None
1386,US3119001044,FASTENAL,FAST,757,35,9,1509.0,None
1387,US30258N1054,FAT BRANDS A,FAT,94,11,5,1509.0,None
1390,US31189P1021,FATE THERAPEUTICS,FATE,216,30,7,332.0,None
2436,US30303M1027,META PLATFORMS A,FB,3075,41,9,180.0,None
1492,US34960Q1094,FORTRESS BIOTECH,FBIO,126,19,7,1509.0,None
1427,US3193901002,FIRST BUS.FINL.SVS.,FBIZ,563,35,7,1509.0,None
1425,US3189161033,FIRST BANCSHARES MS,FBMS,341,21,9,373.0,None
1423,US3189101062,FIRST BANCORP,FBNC,682,45,10,678.0,None
1432,US3198501039,FIRST CONN.BANCORP DEAD - DELIST.02/10/18,FBNK,2,1,1,165.0,None
1488,US34962G1094,FORTE BIOSCIENCES,FBRX,20,11,5,98.0,None
1392,US3120591082,FAUQUIER BKSH. DEAD - DELIST.01/04/21,FBSS,493,29,9,1509.0,None
1429,US31942S1042,FIRST CAP.,FCAP,250,23,8,1509.0,None
1431,US31983A1034,FIRST COMMUNITY BANKSHARES,FCBC,527,25,8,1439.0,None
1430,US3198351047,FIRST CMTY.,FCCO,423,32,7,1509.0,None
8,US31986N1028,1ST CONSTITUTION BANCORP DEAD - DELIST.07/01/22,FCCY,298,20,9,1509.0,None
1535,US35952H6018,FUELCELL ENERGY,FCEL,294,32,7,153.0,None
1433,US31946M1036,FIRST CTZN.BCSH.A,FCNCA,1007,37,7,1244.0,None
1401,US3157214079,FIBROCELL SCIENCE DEAD - DELIST.16/12/19,FCSC,23,9,2,1509.0,None
1403,US31609R1005,FIDELITY D&D BANC.,FDBC,435,23,8,896.0,None
17,US35104E1001,4D MOLECULAR THERAPEUTICS,FDMT,10,6,4,992.0,None
1513,US3580101067,FREQUENCY ELECTRONICS,FEIM,280,22,7,986.0,None
1508,US3535141028,FRANKLIN ELECTRIC,FELE,1011,33,8,885.0,None
1395,US31447E1055,FEMASYS,FEMY,8,4,2,1509.0,None
1396,CA31447P1009,FENNEC PHARMS. (NAS),FENC,25,8,5,329.0,None
1436,US3202091092,FIRST FINL.BANC.,FFBC,2195,66,9,785.0,None
1398,US30260M1036,FFBW,FFBW,34,12,3,1509.0,None
1472,US3438731057,FLUSHING FINANCIAL,FFIC,1519,48,8,1509.0,None
1378,US3073591097,FARADAY FUTURE INTELLIGENT ELECTRIC,FFIE,15,9,3,460.0,None
1437,US32020R1095,FIRST FINL.BKSH.,FFIN,745,41,7,1509.0,None
1374,US3156161024,F5,FFIV,2071,55,7,1509.0,None
1381,US3095621062,FARMERS CAPITAL BANK DEAD - DELIST.21/08/18,FFKT,667,42,9,1509.0,None
1435,US32022K1025,FIRST FINANCIAL NW.,FFNW,268,31,8,1509.0,None
1438,US32026V1044,FIRST FOUNDATION,FFWM,368,19,7,1509.0,None
1439,US32043P1066,FIRST GUARANTY BCSH.,FGBI,116,9,4,1141.0,None
1402,US31572Q8087,FIBROGEN,FGEN,746,28,8,251.0,None
1399,US30259W1045,FG FINANCIAL GROUP,FGF,120,20,5,184.0,None
1400,KYG3302D1034,FGI INDUSTRIES,FGI,5,5,1,1509.0,None
1440,US32051X1081,FIRST HAWAIIAN,FHB,159,24,6,885.0,None
1478,US3441741077,FOGHORN THERAPEUTICS,FHTX,10,6,4,1509.0,None
1442,US32055Y2019,FIRST INTERST.BANCSYSTEM 'A',FIBK,942,55,9,535.0,None
1414,US3179231002,FINISH LINE 'A' DEAD - DELIST.19/06/18,FINL,816,39,10,847.0,None
1421,US31813A1097,FINWISE BANCORP,FINW,14,12,2,1374.0,None
1410,US3175854047,FINANCIAL INSTITUTIONS,FISI,662,52,9,1509.0,None
1458,US3377381088,FISERV,FISV,1265,63,8,1509.0,None
1407,US3167731005,FIFTH THIRD BANCORP,FITB,1625,92,10,1509.0,None
1459,US33829M1018,FIVE BELOW,FIVE,529,39,8,947.0,None
1462,US3383071012,FIVE9,FIVN,755,28,7,1509.0,None
1803,US4380831077,HOMOLOGY MEDICINES,FIXX,97,17,6,673.0,None
2561,US6350171061,NATIONAL BEVERAGE,FIZZ,69,12,7,1509.0,None
1471,US34385P1084,FLUIDIGM,FLDM,856,30,10,1509.0,None
1463,SG9999000020,FLEX,FLEX,966,51,7,1509.0,None
1537,US3596641098,FULGENT GENETICS,FLGT,125,9,8,1509.0,None
1447,US3207341062,FIRST OF LONG ISLAND,FLIC,1116,38,8,74.0,None
1467,US3024451011,FLIR SYSTEMS DEAD - DELIST.17/05/21,FLIR,1270,37,7,102.0,None
1539,US3596781092,FULL HOUSE RESORTS,FLL,261,24,6,1509.0,None
1375,US30607B1098,FALCON MINERALS A,FLMN,73,15,5,1509.0,None
1469,US34379V1035,FLUENCE ENERGY A,FLNC,13,9,1,1025.0,None
1470,US34380C1027,FLUENT,FLNT,288,28,6,1509.0,None
5,US68243Q1067,1-800-FLOWERS.COM 'A',FLWS,883,41,9,224.0,None
1464,US33938J1060,FLEXION THERAPEUTICS DEAD - DELIST.22/11/21,FLXN,212,31,9,1509.0,None
1466,US3393821034,FLEXSTEEL INDS.,FLXS,703,39,8,757.0,None
1473,US3024921039,FLYWIRE,FLYW,61,16,7,1509.0,None
1380,US30779N1054,FARMERS & MERCHANTS BANC.OHIO,FMAO,235,26,5,1509.0,None
1444,US3208661062,FIRST MID BANCSHARES,FMBH,1003,41,10,247.0,None
1445,US3208671046,FIRST MIDWEST BANC. DEAD - DELIST.16/02/22,FMBI,1317,55,7,923.0,None
1500,US3504651007,FOUNDATION MEDICINE DEAD - DELIST.01/08/18,FMI,312,24,8,1509.0,None
1382,US3096271073,FARMERS NAT.BANC,FMNB,1432,35,7,1439.0,None
1484,US34633R1041,FORMA THERAPEUTICS HLDG,FMTX,46,20,5,1438.0,None
1474,US3025151016,FNB BANCORP DEAD - DELIST.09/07/18,FNBG,230,14,6,345.0,None
1412,US31773D1019,FINCH THERAPEUTICS GROUP,FNCH,5,3,2,102.0,None
1409,US3174851002,FINANCIAL ENGINES DEAD - DELIST.20/07/18,FNGN,1526,39,7,974.0,None
1394,US31431B1098,FEDNAT HOLDING COMPANY,FNHC,313,24,9,1509.0,None
1415,US31788H3030,FINJAN HOLDINGS DEAD - DELIST.27/07/20,FNJN,305,24,7,422.0,None
1541,US3610081057,FUNKO CL.A,FNKO,354,18,6,1509.0,None
1424,US31866P1021,FIRST BANCORP,FNLC,403,31,9,1404.0,None
1413,US31787A5074,FINISAR DEAD - DELIST.25/09/19,FNSR,1004,26,9,1509.0,None
1446,US3358341077,FIRST NORTHWEST BANCORP,FNWB,203,26,5,1509.0,None
1476,US34417P1003,FOCUS FINANCIAL PARTNERS A,FOCS,33,12,4,188.0,None
1479,US3441771009,FOGO DE CHAO DEAD - DELIST.06/04/18,FOGO,31,13,3,227.0,None
270,US03152W1099,AMICUS THERAPEUTICS,FOLD,1071,59,10,260.0,None
1475,IL0011334385,FOAMIX PHARMACEUTICALS DEAD - DELIST.10/03/20,FOMX,90,16,7,1509.0,None
1480,US3444374058,FONAR,FONR,21,3,2,179.0,None
1496,US3498623004,FORWARD INDUSTRIES,FORD,330,33,8,183.0,None
1485,US3463751087,FORMFACTOR,FORM,724,31,9,1509.0,None
1487,US3465631097,FORRESTER RESEARCH,FORR,947,45,8,449.0,None
1498,US34988V1061,FOSSIL GROUP,FOSL,1074,44,8,628.0,None
1504,US35138V1026,FOX FACTORY HOLDING,FOXF,331,25,9,275.0,None
1465,US33939J3032,FLEXSHOPPER,FPAY,114,14,7,1509.0,None
1460,US33830X1046,FIVE PRIME THERAPEUTICS DEAD - DELIST.19/04/21,FPRX,273,22,8,1509.0,None
3145,US7604161072,REP.FIRST BANC.,FRBK,208,25,9,1509.0,None
3979,US96684W1009,WHOLE EARTH BRANDS A,FREE,21,9,4,941.0,None
1514,US35803L1089,FREQUENCY THERAPEUTICS,FREQ,109,13,7,149.0,None
1507,US35180X1054,FRANCHISE GROUP,FRG,349,38,10,127.0,None
1406,US31660B1017,FIESTA RESTAURANT GROUP,FRGI,260,35,5,116.0,None
1443,US3208171096,FIRST MERCHANTS,FRME,1544,44,8,1509.0,None
2064,IL0011684185,JFROG,FROG,42,14,5,1509.0,None
1524,US30292L1070,FRP HOLDINGS,FRPH,697,25,9,1454.0,None
1515,US3580391056,FRESHPET,FRPT,355,27,8,1158.0,None
2992,US74167B1098,PRIMIS FINANCIAL,FRST,386,40,7,1509.0,None
1489,US34960W1062,FORTERRA,FRTA,131,21,6,127.0,None
1525,US30263Y1047,FS BANCORP,FSBW,282,20,7,1509.0,None
1482,US34553D1019,FORESCOUT TECHNOLOGIES DEAD - DELIST.18/08/20,FSCT,335,19,6,161.0,None
1450,US33631P1021,FIRST SEACOAST BANCORP,FSEA,23,13,2,652.0,None
1449,US33621E1091,FIRST SAVINGS FINL.GP.,FSFG,301,33,8,1509.0,None
1451,US3364331070,FIRST SOLAR,FSLR,1818,50,9,697.0,None
1385,US31187R1005,FAST RADIUS A,FSRD,6,3,2,1509.0,None
1499,US3500601097,FOSTER (LB),FSTR,995,45,8,149.0,None
1373,US30315R1077,F STAR THERAPEUTICS,FSTX,113,18,6,984.0,None
1533,US30320C1036,FTC SOLAR,FTCI,21,12,5,219.0,None
1418,US31810Q1076,FINTECH ACQUISITION V A,FTCV,11,2,3,1509.0,None
1517,US35905A1097,FRONTDOOR,FTDR,93,12,5,1505.0,None
1534,US3595231073,FUEL TECH,FTEK,329,32,8,212.0,None
1546,US36117V1052,FUTURE FINTECH GROUP,FTFT,25,8,3,1509.0,None
1391,US31189V1098,FATHOM HOLDINGS,FTHM,41,8,6,1509.0,None
1490,US34959E1091,FORTINET,FTNT,1191,22,8,1509.0,None
1536,US3596161097,FULCRUM THERAPEUTICS,FULC,68,17,5,1509.0,None
1540,US3602711000,FULTON FINANCIAL,FULT,893,52,10,1509.0,None
1453,US33741H1077,FIRST UTD.,FUNC,573,33,8,448.0,None
1452,US33744V1035,FIRST US BANCSHARES,FUSB,240,31,5,1509.0,None
1544,CA36118A1003,FUSION PHARMACEUTICALS,FUSN,31,13,4,1509.0,None
1545,US36118L1061,FUTU HOLDINGS ADR 1:8,FUTU,1,1,1,990.0,None
347,US0395871009,ARCIMOTO,FUV,28,7,7,221.0,None
1408,KYG341421025,FIFTH WALL ACQUISITION III A,FWAC,3,3,1,40.0,None
1455,US33749P1012,FIRST WAVE BIOPHARMA,FWBI,60,10,7,1059.0,None
1495,US3498531017,FORWARD AIR,FWRD,996,41,7,1509.0,None
1454,US33748L1017,FIRST WATCH RESTAURANT GROUP,FWRG,7,5,2,1509.0,None
1592,US3738651047,GERMAN AMERICAN BANCORP,GABC,1574,37,8,357.0,None
1554,US36269P1049,GAIA 'A',GAIA,280,23,9,1509.0,None
1557,US3632252025,GALECTIN THERAPEUTICS,GALT,306,30,10,597.0,None
1555,US36269B1052,GAIN THERAPEUTICS,GANX,1,1,1,1509.0,None
3495,MHY816691064,STEALTH GAS,GASS,30,1,1,331.0,None
1605,US37637Q1058,GLACIER BANCORP,GBCI,465,27,7,265.0,None
1579,US37148K1007,GENERATION BIO,GBIO,102,19,6,376.0,None
1617,US37959R1032,GLOBAL INDEMNITY,GBLI,491,36,6,1509.0,None
1694,US40075T6073,GUARANTY BANCORP DEAD - DELIST.02/01/19,GBNK,449,33,9,1509.0,None
1570,US36151G1058,GBS,GBS,39,5,3,1506.0,None
1613,US37890U1088,GLOBAL BLOOD THERP.,GBT,411,28,9,1509.0,None
1671,US3943571071,GREENE COUNTY BANC.,GCBC,216,13,5,1509.0,None
1572,US36831E1082,GCM GROSVENOR A,GCMG,32,10,5,1509.0,None
1639,US3810131017,GOLDEN ENTERTAINMENT,GDEN,230,26,8,1509.0,None
1646,US38246G1085,GOODRX HOLDINGS A,GDRX,160,13,7,1186.0,None
1679,US39813G1094,GRID DYNAMICS HOLDINGS A,GDYN,176,17,7,1189.0,None
1662,US39037G1094,GREAT ELM GROUP,GEG,37,9,2,1197.0,None
1576,US3686781085,GENCOR INDUSTRIES,GENC,403,17,7,569.0,None
1631,US37185R3075,GNE.TECHS.SPN.ADR 1:600,GENE,228,21,7,1509.0,None
1591,US37364X1090,GEOSPACE TECHNOLOGIES,GEOS,413,22,7,664.0,None
1593,US3741631036,GERON,GERN,380,31,8,1509.0,None
1595,US37428A1034,GETNET ADQUIRENCIA E SERI.PARA MEIOS DE PGT,GET,10,5,2,1509.0,None
1596,US3743964062,GEVO,GEVO,1086,33,9,1509.0,None
1696,US40108P1012,GUARANTY FED.BANCSHARES,GFED,332,28,6,1509.0,None
1578,US3698221013,GENERAL FINANCE DEAD - DELIST.26/05/21,GFN,641,26,9,882.0,None
1697,US40131M1099,GUARDANT HEALTH,GH,326,23,8,1033.0,None
1587,US37244C1018,GENOMIC HEALTH DEAD - DELIST.11/11/19,GHDX,1335,41,9,1509.0,None
1699,US40145Q4010,GUARDION HEALTH SCIENCES,GHSI,12,6,2,239.0,None
1701,US4023071024,GULF ISLAND FABRICATION,GIFI,404,35,8,481.0,None
1599,SG9999014831,GIGAMEDIA,GIGM,40,4,2,1509.0,None
1601,US36237H1014,G-III APPAREL GROUP,GIII,649,24,8,1091.0,None
1603,US3755581036,GILEAD SCIENCES,GILD,2186,44,8,179.0,None
1580,US37149D2045,GENERATION INCOME PROPERTIES,GIPR,10,7,2,199.0,None
1610,US3774071019,GLEN BURNIE BANCORP,GLBZ,89,14,5,1509.0,None
1663,US3906071093,GREAT LAKES DREDGE & DOCK,GLDD,761,46,9,451.0,None
3611,US87250W1036,TD HOLDINGS,GLG,23,8,4,1375.0,None
1564,US36467J1088,GAMING AND LEIS.PROPS.,GLPI,500,16,9,1509.0,None
1676,KYG4095J1094,GREENLIGHT CAPITAL A,GLRE,408,28,9,1509.0,None
1678,US3968791083,GREENWICH LIFESCIENCES,GLSI,30,7,2,1509.0,None
1558,US36322Q1076,GALECTO,GLTO,21,11,2,673.0,None
2511,US61225M1027,MONTE ROSA THERAPEUTICS,GLUE,32,16,2,947.0,None
1629,US3798901068,GLU MOBILE DEAD - DELIST.30/04/21,GLUU,688,38,9,261.0,None
1630,US38000Q1022,GLYCOMIMETICS,GLYC,80,21,7,1509.0,None
1563,IL0011552663,GAMIDA CELL,GMDA,5,5,1,400.0,None
1574,US36870G1058,GEMINI THERAPEUTICS,GMTX,7,4,3,1509.0,None
1686,US39947R1041,GROUP NINE ACQUISITION A,GNAC,2,1,1,280.0,None
1665,US39260X1000,GREEN BANCORP DEAD - DELIST.02/01/19,GNBC,46,19,5,1509.0,None
1586,US3724274010,GENOCEA BIOSCIENCES,GNCA,123,31,8,1172.0,None
1674,US3953301039,GREENLANE HOLDINGS A,GNLN,128,17,8,1509.0,None
1585,US3723091043,GENMARK DIAGNOSTICS DEAD - DELIST.23/04/21,GNMK,949,34,7,1509.0,None
1640,US38113L1070,GOLDEN NUGGET ONLINE GAMING A,GNOG,7,6,2,1143.0,None
1588,US3724461047,GENPREX,GNPX,6,5,1,356.0,None
1575,US36872P1030,GENASYS,GNSS,179,20,8,1509.0,None
1589,US3719011096,GENTEX,GNTX,699,34,8,380.0,None
1695,US4007641065,GUARANTY BCSH.,GNTY,113,21,6,374.0,None
1584,US37229T3014,GENIUS BRANDS INTL.,GNUS,53,19,8,961.0,None
1685,US39874R1014,GROCERY OUTLET HOLDING,GO,398,23,7,155.0,None
1633,KYG4022Y1044,GOBI ACQUISITION A,GOBI,3,3,1,1509.0,None
1635,US38046W1053,GOHEALTH A,GOCO,50,14,6,923.0,None
713,US13803R1023,CANOO A,GOEV,48,20,7,1509.0,None
1641,BMG396372051,GOLDEN OCEAN GROUP,GOGL,16,5,4,1509.0,None
1634,US38046C1099,GOGO,GOGO,373,28,9,1498.0,None
1607,US3765361080,GLADSTONE COML.,GOOD,272,22,5,275.0,None
1655,US38341P1021,GOSSAMER BIO,GOSS,46,14,7,1509.0,None
1619,KYG3934P1028,GLOBAL PARTNER ACQUISITION II A,GPAC,26,9,6,723.0,None
1566,US36467A1079,GAMING PTNS.INTL. DEAD - DELIST.02/05/19,GPIC,156,11,7,1194.0,None
1703,US4026353049,GULFPORT ENERGY DEAD - DELIST.18/05/21,GPOR,314,39,9,59.0,None
1668,US3932211069,GREEN PLAINS PARTNERS,GPP,69,16,4,1509.0,None
1667,US3932221043,GREEN PLAINS,GPRE,735,46,10,265.0,None
1649,US38268T1034,GOPRO CL.A,GPRO,411,29,8,281.0,None
1661,US38942Q1031,GRAYBUG VISION,GRAY,13,7,4,1509.0,None
1666,US3927091013,GREEN BRICK PARTNERS,GRBK,215,28,9,1509.0,None
1670,KYG4086B1077,GREENCITY ACQUISITION,GRCY,2,2,2,1509.0,None
2537,US6273331073,MUSCLE MAKER,GRIL,79,14,5,1509.0,None
1568,CH0114405324,GARMIN,GRMN,1194,24,9,1509.0,None
1675,US39536G1058,GREENLIGHT BIOSCIENCES HOLDINGS PBC,GRNA,11,7,3,1436.0,None
3820,US9029521005,US GLOBAL INVRS.,GROW,312,7,4,51.0,None
1659,US38870X1046,GRAPHITE BIO,GRPH,21,9,3,1509.0,None
1687,US3994732069,GROUPON,GRPN,1023,40,9,971.0,None
1683,US39868T1051,GRITSTONE BIO,GRTS,44,15,6,1509.0,None
1559,US36338D1081,GALERA THERAPEUTICS,GRTX,44,11,5,667.0,None
1664,US3909051076,GREAT STHN.BANCORP,GSBC,568,20,6,956.0,None
1648,US38267D1090,GOOSEHEAD INSURANCE A,GSHD,1516,28,7,1509.0,None
1692,US36241U1060,GSI TECHNOLOGY,GSIT,199,13,8,1369.0,None
1677,US39572G1004,GREENSKY A,GSKY,136,23,9,1509.0,None
1397,GB00BYW6GV68,FERROGLOBE,GSM,5,5,1,1151.0,None
1628,KYG399731051,GLORY STAR NEW MEDIA GROUP HOLDINGS,GSMG,10,7,1,1509.0,None
1647,US3825501014,GOODYEAR TIRE & RUB.,GT,930,57,8,449.0,None
1673,VGG4095T1075,GREENLAND TECHNOLOGIES HOLDING,GTEC,15,8,4,1509.0,None
1551,US3621LQ1099,G1 THERAPEUTICS,GTHX,201,23,7,935.0,None
1604,US37637K1088,GITLAB A,GTLB,18,12,3,246.0,None
828,US16115Q3083,CHART INDUSTRIES,GTLS,794,39,8,223.0,None
1569,US3665051054,GARRETT MOTION,GTX,172,27,6,204.0,None
1693,US3624091043,GTY TECHNOLOGY HOLDINGS,GTYH,77,19,7,1509.0,None
1702,US40251W4087,GULF RESOURCES,GURE,81,13,8,628.0,None
1705,US36192A1097,GWG HOLDINGS,GWGH,27,12,5,1509.0,None
1645,US38216G1040,GOOD WORKS II ACQUISITION,GWII,3,3,1,1509.0,None
1704,US36197T1034,GW PHARMACEUTICALS ADR 1:12,GWPH,138,14,8,1509.0,None
1623,US3794631024,GLOBAL WATER RESOURCES,GWRS,389,17,6,840.0,None
1707,US4038291047,GYRODYNE,GYRO,7,5,2,1509.0,None
1735,US4198791018,HAWAIIAN HOLDINGS,HA,786,44,8,44.0,None
1709,US40449J1034,HABIT RESTAURANTS 'A' DEAD - DELIST.19/03/20,HABT,128,18,6,1509.0,None
1721,US4104952043,HANMI FINANCIAL,HAFC,323,47,9,1297.0,None
1712,US4052171000,HAIN CELESTIAL GP.,HAIN,596,52,10,695.0,None
1715,US40624Q2030,HALLMARK FINL.SERVICES,HALL,154,18,8,1509.0,None
1716,US40637H1095,HALOZYME THERAPEUTICS,HALO,571,34,9,1074.0,None
1729,US41358P1066,HARPOON THERAPEUTICS,HARP,102,12,6,1036.0,None
1733,US4180561072,HASBRO,HAS,1057,46,8,216.0,None
598,US09238E1047,BLACKHAWK NETWORK HDG. DEAD - DELIST.18/06/18,HAWK,297,26,9,1509.0,None
1740,US4208772016,HAYNES INTL.,HAYN,681,35,7,1509.0,None
1833,US4461501045,HUNTINGTON BCSH.,HBAN,2153,78,8,439.0,None
1795,US43689E1073,HOME BANCORP,HBCP,253,21,8,1509.0,None
1731,US4169061052,HARVARD BIOSCIENCE,HBIO,465,25,8,1509.0,None
1717,US4070151067,HAMILTON BANCORP DEAD - DELIST.01/05/19,HBK,38,11,4,1509.0,None
1817,US4424961054,HOWARD BANCORP DEAD - DELIST.25/01/22,HBMD,532,40,8,1509.0,None
1808,US4404071049,HORIZON BANCORP,HBNC,594,33,9,115.0,None
1838,US4484511047,HUTTIG BLDG.PRDS.,HBP,318,28,8,1509.0,None
1741,US4041111067,HBT FINANCIAL,HBT,97,16,6,1509.0,None
1732,US41753F1093,HARVEST CAPITAL CREDIT DEAD - DELIST.10/06/21,HCAP,40,1,1,1476.0,None
1745,US42225T1079,HEALTH CATALYST,HCAT,362,22,7,240.0,None
1773,US42726M1062,HERITAGE CRYSTAL CLEAN,HCCI,360,18,8,185.0,None
1724,US41150T1088,HARBOR CUSTOM DEVELOPMENT,HCDI,28,10,4,1107.0,None
1710,US4046091090,HACKETT GROUP,HCKT,337,15,8,1509.0,None
1837,US44842L1035,HUTCHMED CHINA ADR 1:5,HCM,90,32,7,1509.0,None
1736,US4200311060,HAWAIIAN TELCOM HOLDCO DEAD - DELIST.03/07/18,HCOM,280,22,7,1138.0,None
1734,US4181001037,HASHICORP A,HCP,26,12,6,224.0,None
1749,US4219061086,HEALTHCARE SERVICES GROUP,HCSG,644,27,6,1267.0,None
1742,US40423R1059,HCW BIOLOGICS,HCWB,21,8,3,610.0,None
1726,US4123243036,HARDINGE DEAD - DELIST.29/05/18,HDNG,332,30,8,1509.0,None
1811,US4408941031,HORTONWORKS DEAD - DELIST.04/01/19,HDP,417,22,8,1509.0,None
1743,US40416M1053,HD SUPPLY HOLDINGS DEAD - DELIST.28/12/20,HDS,360,33,7,1509.0,None
1827,US4441441098,HUDSON TECHNOLOGIES,HDSN,359,19,9,514.0,None
3754,US9004502061,TURTLE BEACH,HEAR,240,21,9,849.0,None
1708,US4040301081,H&E EQUIPMENT SERVICES,HEES,467,17,6,1424.0,None
1761,BMG4388N1065,HELEN OF TROY,HELE,693,25,8,587.0,None
